SPDR S&P 500 ETF Trust,Last: 497.71,Change:  -0.39
Feb 8 2024 at 11:23 AM EST,497.7,497.71,Size: 17*14,Volume: 10,598,673
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri Feb 23 2024,SPY240223C00474000,21.16,0,25.01,25.16,0,0.1511,0.9526,0.0064,2255,474.00,SPY240223P00474000,0.3,-0.005,0.29,0.3,22,0.1502,-0.0477,0.0065,2226
Fri Feb 23 2024,SPY240223C00475000,24.6,0,24.03,24.18,0,0.1478,0.9491,0.0069,1613,475.00,SPY240223P00475000,0.31,-0.015,0.31,0.32,159,0.1471,-0.0513,0.007,5009
Fri Feb 23 2024,SPY240223C00476000,22.93,0,23.06,23.21,0,0.1448,0.9451,0.0075,822,476.00,SPY240223P00476000,0.32,-0.025,0.34,0.35,26,0.1447,-0.0554,0.0076,5538
Fri Feb 23 2024,SPY240223C00477000,21.9,-0.865,22.09,22.24,9,0.1419,0.9405,0.0082,363,477.00,SPY240223P00477000,0.37,-0.005,0.36,0.37,17,0.1412,-0.06,0.0083,3803
Fri Feb 23 2024,SPY240223C00477500,22.4,0,21.61,21.75,0,0.1408,0.938,0.0085,519,477.50,SPY240223P00477500,0.38,-0.005,0.38,0.39,9,0.1403,-0.0626,0.0086,1289
Fri Feb 23 2024,SPY240223C00478000,21.75,-0.03,21.12,21.27,1,0.1393,0.9353,0.0089,488,478.00,SPY240223P00478000,0.38,-0.025,0.39,0.4,164,0.1384,-0.0653,0.009,3409
Fri Feb 23 2024,SPY240223C00479000,16.65,0,20.16,20.31,0,0.1364,0.9294,0.0097,812,479.00,SPY240223P00479000,0.43,-0.005,0.43,0.44,19,0.1361,-0.0713,0.0099,4106
Fri Feb 23 2024,SPY240223C00480000,19.58,-0.275,19.21,19.35,174,0.1343,0.9226,0.0106,5508,480.00,SPY240223P00480000,0.44,-0.035,0.47,0.48,198,0.1334,-0.0782,0.0108,9795
Fri Feb 23 2024,SPY240223C00481000,14.88,0,18.26,18.4,0,0.1315,0.915,0.0116,680,481.00,SPY240223P00481000,0.52,0.005,0.52,0.53,122,0.1311,-0.086,0.0118,6710
Fri Feb 23 2024,SPY240223C00482000,17.79,0,17.32,17.45,0,0.1293,0.9062,0.0128,2923,482.00,SPY240223P00482000,0.58,0.015,0.58,0.59,7,0.129,-0.095,0.013,3004
Fri Feb 23 2024,SPY240223C00482500,17.5,0,16.85,16.98,0,0.128,0.9014,0.0134,616,482.50,SPY240223P00482500,0.59,-0.005,0.61,0.62,9,0.1278,-0.0998,0.0136,2494
Fri Feb 23 2024,SPY240223C00483000,17.13,0,16.39,16.52,0,0.127,0.8963,0.014,1264,483.00,SPY240223P00483000,0.64,0.015,0.64,0.65,220,0.1265,-0.105,0.0142,2547
Fri Feb 23 2024,SPY240223C00484000,15.97,-0.135,15.46,15.59,2,0.1248,0.8851,0.0153,2717,484.00,SPY240223P00484000,0.71,0.015,0.71,0.72,829,0.1242,-0.1165,0.0156,4675
Fri Feb 23 2024,SPY240223C00485000,14.84,-0.325,14.55,14.67,13,0.1226,0.8725,0.0168,3183,485.00,SPY240223P00485000,0.73,-0.045,0.8,0.81,309,0.1219,-0.1294,0.0171,7819
Fri Feb 23 2024,SPY240223C00486000,14.51,0,13.65,13.77,0,0.1205,0.8583,0.0183,2771,486.00,SPY240223P00486000,0.88,0.015,0.89,0.9,55,0.12,-0.1439,0.0187,6431
Fri Feb 23 2024,SPY240223C00487000,12.97,-0.405,12.76,12.88,6,0.1185,0.8424,0.02,1409,487.00,SPY240223P00487000,0.95,-0.015,1,1.02,99,0.1181,-0.1602,0.0204,4765
Fri Feb 23 2024,SPY240223C00488000,12.2,-0.27,11.89,12,9,0.1168,0.8247,0.0217,3689,488.00,SPY240223P00488000,1.09,0.005,1.13,1.14,775,0.1164,-0.1784,0.0223,1663
Fri Feb 23 2024,SPY240223C00489000,11.29,-0.33,11.03,11.15,8,0.115,0.805,0.0236,903,489.00,SPY240223P00489000,1.26,0.035,1.28,1.29,51,0.1148,-0.1987,0.0242,3094
Fri Feb 23 2024,SPY240223C00490000,10.44,-0.34,10.22,10.31,39,0.1133,0.7833,0.0254,5989,490.00,SPY240223P00490000,1.38,-0.005,1.45,1.46,479,0.1132,-0.2211,0.0262,5561
Fri Feb 23 2024,SPY240223C00491000,9.79,-0.175,9.42,9.5,3,0.1119,0.7594,0.0273,2231,491.00,SPY240223P00491000,1.54,-0.025,1.64,1.65,47,0.1116,-0.2457,0.0282,3006
Fri Feb 23 2024,SPY240223C00492000,8.8,-0.365,8.63,8.7,71,0.1105,0.7333,0.0292,1829,492.00,SPY240223P00492000,1.79,0.02,1.86,1.87,131,0.1103,-0.2727,0.0302,1581
Fri Feb 23 2024,SPY240223C00493000,8.06,-0.33,7.88,7.95,74,0.1092,0.7051,0.031,2492,493.00,SPY240223P00493000,2.11,0.105,2.11,2.12,406,0.1087,-0.302,0.0321,3904
Fri Feb 23 2024,SPY240223C00494000,7.5,-0.155,7.16,7.2,85,0.108,0.6748,0.0327,7182,494.00,SPY240223P00494000,2.26,-0.015,2.39,2.41,1352,0.1078,-0.3336,0.034,1788
Fri Feb 23 2024,SPY240223C00495000,6.65,-0.3,6.48,6.52,344,0.1068,0.6425,0.0343,3053,495.00,SPY240223P00495000,2.67,0.09,2.71,2.72,882,0.1068,-0.3673,0.0357,6298
Fri Feb 23 2024,SPY240223C00496000,5.96,-0.32,5.84,5.86,120,0.1059,0.6085,0.0356,20454,496.00,SPY240223P00496000,2.93,0.01,3.07,3.09,445,0.106,-0.403,0.0373,1420
Fri Feb 23 2024,SPY240223C00497000,5.26,-0.39,5.22,5.25,6541,0.105,0.573,0.0366,2415,497.00,SPY240223P00497000,3.4,0.1,3.47,3.48,774,0.1051,-0.4404,0.0385,1433
Fri Feb 23 2024,SPY240223C00498000,4.7,-0.35,4.65,4.67,2495,0.1043,0.5364,0.0374,2545,498.00,SPY240223P00498000,3.86,0.14,3.91,3.93,1131,0.1044,-0.4792,0.0395,6219
Fri Feb 23 2024,SPY240223C00499000,4.2,-0.3,4.12,4.13,289,0.1036,0.499,0.0377,3241,499.00,SPY240223P00499000,4.27,0.08,4.4,4.42,118,0.1039,-0.5189,0.0401,2188
Fri Feb 23 2024,SPY240223C00500000,3.65,-0.34,3.63,3.65,706,0.1031,0.4614,0.0377,4486,500.00,SPY240223P00500000,4.78,0.09,4.93,4.95,332,0.1036,-0.5593,0.0404,3448
Fri Feb 23 2024,SPY240223C00501000,3.3,-0.21,3.18,3.2,66,0.1027,0.4238,0.0374,1985,501.00,SPY240223P00501000,5.21,-0.04,5.4,5.57,26,0.1028,-0.5998,0.0403,62
Fri Feb 23 2024,SPY240223C00502000,2.93,-0.15,2.77,2.79,432,0.1024,0.3869,0.0366,66497,502.00,SPY240223P00502000,6.11,0.275,6.01,6.19,63,0.1025,-0.64,0.0399,26
Fri Feb 23 2024,SPY240223C00503000,2.51,2.51,2.4,2.42,86,0.1021,0.3509,0.0356,0,503.00,SPY240223P00503000,6.53,6.53,6.66,6.86,15,0.1023,-0.6795,0.0391,0
Fri Feb 23 2024,SPY240223C00504000,2.08,-0.25,2.07,2.09,7278,0.1019,0.3161,0.0342,6521,504.00,SPY240223P00504000,7.32,0.165,7.37,7.57,2,0.1023,-0.7181,0.0381,86
Fri Feb 23 2024,SPY240223C00505000,1.82,-0.185,1.77,1.79,687,0.1016,0.2829,0.0326,4818,505.00,SPY240223P00505000,8.2,0.33,8.12,8.35,38,0.1022,-0.7554,0.0368,84
Fri Feb 23 2024,SPY240223C00506000,1.54,-0.175,1.51,1.52,201,0.1013,0.2515,0.0307,3187,506.00,SPY240223P00506000,9.32,0,8.87,9.09,0,0.1021,-0.7913,0.0352,208
Fri Feb 23 2024,SPY240223C00507000,1.31,1.31,1.28,1.29,300,0.1012,0.2219,0.0287,0,507.00,SPY240223P00507000,0,0,9.68,9.9,0,0.1018,-0.8257,0.0336,0
Fri Feb 23 2024,SPY240223C00508000,1.11,-0.125,1.07,1.08,91,0.1012,0.1942,0.0266,4759,508.00,SPY240223P00508000,10.48,0.245,10.51,10.75,2,0.1018,-0.8585,0.0318,1
Fri Feb 23 2024,SPY240223C00509000,0.94,0.94,0.9,0.91,64,0.101,0.1687,0.0244,0,509.00,SPY240223P00509000,0,0,11.4,11.64,0,0.1023,-0.8897,0.0299,0
Fri Feb 23 2024,SPY240223C00510000,0.78,-0.085,0.74,0.75,277,0.1011,0.1453,0.0222,4876,510.00,SPY240223P00510000,12.35,0,12.28,12.58,0,0.1032,-0.9192,0.0281,15
Fri Feb 23 2024,SPY240223C00511000,0.59,0.59,0.61,0.62,81,0.101,0.1242,0.02,0,511.00,SPY240223P00511000,0,0,13.22,13.51,0,0.1036,-0.9467,0.0262,0
Fri Feb 23 2024,SPY240223C00512000,0.55,-0.045,0.5,0.51,13,0.1011,0.1055,0.0178,2238,512.00,SPY240223P00512000,14.91,0,14.16,14.45,0,0.103,-0.9709,0.0231,50
Fri Feb 23 2024,SPY240223C00514000,0.37,-0.025,0.34,0.35,47,0.1013,0.0755,0.0138,2313,514.00,SPY240223P00514000,16.88,0,16.11,16.42,0,0,-0.9964,0.0039,0
Fri Feb 23 2024,SPY240223C00515000,0.27,-0.055,0.27,0.28,179,0.1018,0.0638,0.0121,3302,515.00,SPY240223P00515000,16.56,0,17.1,17.42,0,0,-1,0,4
Fri Feb 23 2024,SPY240223C00516000,0.22,-0.045,0.22,0.23,5,0.1014,0.054,0.0105,51,516.00,SPY240223P00516000,0,0,18.11,18.42,0,0,-1,0,0
Fri Feb 23 2024,SPY240223C00518000,0.17,0,0.15,0.16,0,0.103,0.0392,0.008,135,518.00,SPY240223P00518000,0,0,20.1,20.42,0,0,-1,0,0
Fri Feb 23 2024,SPY240223C00520000,0.1,-0.025,0.1,0.11,193,0.1045,0.0288,0.0061,2505,520.00,SPY240223P00520000,26.81,0,22.11,22.41,0,0,-1,0,0
Fri Feb 23 2024,SPY240223C00522000,0.08,-0.005,0.07,0.08,10,0.1068,0.0216,0.0046,186,522.00,SPY240223P00522000,0,0,24.11,24.41,0,0,-1,0,0
Fri Feb 23 2024,SPY240223C00524000,0.06,-0.005,0.05,0.06,3,0.1096,0.0165,0.0036,12,524.00,SPY240223P00524000,0,0,26.1,26.41,0,0,-1,0,0
Fri Feb 23 2024,SPY240223C00525000,0.05,-0.005,0.05,0.06,3,0.1132,0.0145,0.0032,1314,525.00,SPY240223P00525000,0,0,27.1,27.41,0,0,-1,0,0
Fri Feb 23 2024,SPY240223C00526000,0.05,0,0.04,0.05,0,0.1138,0.0128,0.0028,3,526.00,SPY240223P00526000,0,0,28.09,28.38,0,0,-1,0,0
Fri Feb 23 2024,SPY240223C00528000,0.03,-0.005,0.03,0.04,20,0.1166,0.0103,0.0022,20,528.00,SPY240223P00528000,0,0,30.09,30.38,0,0,-1,0,0
Fri Feb 23 2024,SPY240223C00530000,0.03,-0.005,0.02,0.03,1,0.1187,0.0083,0.0018,858,530.00,SPY240223P00530000,0,0,32.11,32.41,0,0,-1,0,0
Fri Feb 23 2024,SPY240223C00532000,0.03,0,0.02,0.03,0,0.1256,0.0067,0.0014,1,532.00,SPY240223P00532000,0,0,34.09,34.38,0,0,-1,0,0
Fri Feb 23 2024,SPY240223C00534000,0,0,0.02,0.03,0,0.1321,0.0056,0.0012,0,534.00,SPY240223P00534000,0,0,36.09,36.38,0,0,-1,0,0
Fri Feb 23 2024,SPY240223C00535000,0.02,-0.005,0.01,0.02,2,0.1278,0.0052,0.0011,415,535.00,SPY240223P00535000,0,0,37.09,37.38,0,0,-1,0,0
Fri Feb 23 2024,SPY240223C00536000,0,0,0.01,0.02,0,0.1308,0.0048,0.001,0,536.00,SPY240223P00536000,0,0,38.09,38.38,0,0,-1,0,0
Fri Feb 23 2024,SPY240223C00538000,0,0,0.01,0.02,0,0.1369,0.004,0.0008,0,538.00,SPY240223P00538000,0,0,40.1,40.41,0,0,-1,0,0
Fri Feb 23 2024,SPY240223C00540000,0.02,0,0.01,0.02,0,0.1429,0.0034,0.0007,984,540.00,SPY240223P00540000,0,0,42.09,42.41,0,0,-1,0,0
Fri Feb 23 2024,SPY240223C00545000,0.02,0,0.01,0.02,0,0.1578,0.0024,0.0005,200,545.00,SPY240223P00545000,60,0,47.09,47.4,0,0,-1,0,0
Fri Feb 23 2024,SPY240223C00550000,0.01,-0.005,0.01,0.02,5009,0.1728,0.0018,0.0003,12115,550.00,SPY240223P00550000,61.55,0,52.08,52.37,0,0,-1,0,0
Fri Feb 23 2024,SPY240223C00555000,0.01,0,0,0.01,0,0.1696,0.0014,0.0002,4025,555.00,SPY240223P00555000,0,0,57.09,57.4,0,0,-1,0,0
Fri Feb 23 2024,SPY240223C00560000,0.01,0,0,0.01,0,0.1825,0.0011,0.0002,95,560.00,SPY240223P00560000,71.56,0,62.09,62.4,0,0,-1,0,0
Thu Feb 29 2024,SPY240229C00300000,189.96,0,198.46,198.82,0,0,0.9991,0,223,300.00,SPY240229P00300000,0.01,-0.005,0.01,0.02,3,0.6794,-0.0008,0,2734
Thu Feb 29 2024,SPY240229C00305000,151.36,0,193.48,193.84,0,0,0.999,0,4,305.00,SPY240229P00305000,0.02,0.005,0.01,0.02,1,0.6586,-0.0009,0,310
Thu Feb 29 2024,SPY240229C00310000,153.13,0,188.5,188.86,0,0,0.999,0,3,310.00,SPY240229P00310000,0.02,0,0.01,0.02,0,0.6382,-0.001,0,271
Thu Feb 29 2024,SPY240229C00315000,149.09,0,183.53,183.87,0,0,0.9989,0,1,315.00,SPY240229P00315000,0.02,0,0.01,0.02,0,0.618,-0.0011,0,89
Thu Feb 29 2024,SPY240229C00320000,144.82,0,178.55,178.89,0,0,0.9988,0,77,320.00,SPY240229P00320000,0.02,-0.005,0.01,0.02,55,0.5982,-0.0012,0,436
Thu Feb 29 2024,SPY240229C00325000,137.02,0,173.59,173.91,0,0,0.9987,0.0001,2,325.00,SPY240229P00325000,0.02,0,0.02,0.03,0,0.604,-0.0013,0.0001,594
Thu Feb 29 2024,SPY240229C00330000,128.87,0,168.6,168.93,0,0,0.9985,0.0001,82,330.00,SPY240229P00330000,0.03,0,0.02,0.03,0,0.584,-0.0014,0.0001,572
Thu Feb 29 2024,SPY240229C00335000,130.32,0,163.64,163.95,0,0.4472,0.9984,0.0001,1,335.00,SPY240229P00335000,0.02,0,0.02,0.03,0,0.5642,-0.0016,0.0001,296
Thu Feb 29 2024,SPY240229C00340000,139.54,0,158.66,158.97,0,0.4774,0.9982,0.0001,100,340.00,SPY240229P00340000,0.02,0,0.02,0.03,0,0.5447,-0.0017,0.0001,447
Thu Feb 29 2024,SPY240229C00345000,115.59,0,153.67,153.99,0,0.4503,0.9981,0.0001,3,345.00,SPY240229P00345000,0.07,0,0.02,0.03,0,0.5255,-0.0019,0.0001,306
Thu Feb 29 2024,SPY240229C00350000,145.67,0,148.71,149.01,0,0.4901,0.9979,0.0001,186,350.00,SPY240229P00350000,0.04,0,0.03,0.04,0,0.5222,-0.0021,0.0001,6328
Thu Feb 29 2024,SPY240229C00355000,106.37,0,143.72,144.03,0,0.4688,0.9977,0.0001,4,355.00,SPY240229P00355000,0.07,0,0.03,0.04,0,0.5029,-0.0023,0.0001,495
Thu Feb 29 2024,SPY240229C00360000,118.22,0,138.74,138.98,0,0,0.9975,0.0001,153,360.00,SPY240229P00360000,0.06,0,0.03,0.04,0,0.4839,-0.0025,0.0001,271
Thu Feb 29 2024,SPY240229C00365000,115.64,0,133.76,134.08,0,0.4558,0.9972,0.0001,3,365.00,SPY240229P00365000,0.04,0,0.04,0.05,0,0.4765,-0.0028,0.0001,6113
Thu Feb 29 2024,SPY240229C00370000,92.38,0,128.76,129.09,0,0.4487,0.9969,0.0002,559,370.00,SPY240229P00370000,0.05,0,0.04,0.05,0,0.4575,-0.0031,0.0002,4056
Thu Feb 29 2024,SPY240229C00375000,84.78,0,123.81,124.11,0,0.4393,0.9966,0.0002,4,375.00,SPY240229P00375000,0.04,-0.015,0.04,0.05,10,0.4387,-0.0034,0.0002,418
Thu Feb 29 2024,SPY240229C00380000,117.66,0,118.83,119.15,0,0.424,0.9962,0.0002,1198,380.00,SPY240229P00380000,0.06,0,0.05,0.06,0,0.4288,-0.0038,0.0002,11886
Thu Feb 29 2024,SPY240229C00385000,101.07,0,113.83,114.16,0,0.4124,0.9958,0.0002,4,385.00,SPY240229P00385000,0.06,-0.005,0.05,0.06,1,0.4102,-0.0042,0.0002,3215
Thu Feb 29 2024,SPY240229C00390000,99.42,0,108.88,109.19,0,0.3963,0.9953,0.0003,408,390.00,SPY240229P00390000,0.06,-0.015,0.06,0.07,31,0.3983,-0.0047,0.0003,87565
Thu Feb 29 2024,SPY240229C00395000,98.37,0,103.88,104.21,0,0.3862,0.9948,0.0003,251,395.00,SPY240229P00395000,0.13,0,0.07,0.08,0,0.3857,-0.0052,0.0003,939
Thu Feb 29 2024,SPY240229C00400000,99.61,0,98.93,99.24,0,0.3695,0.9941,0.0004,284,400.00,SPY240229P00400000,0.08,-0.015,0.07,0.08,1,0.3674,-0.0058,0.0004,2153
Thu Feb 29 2024,SPY240229C00405000,81.66,0,93.95,94.26,0,0.3551,0.9934,0.0004,118,405.00,SPY240229P00405000,0.08,-0.015,0.08,0.09,3,0.3538,-0.0065,0.0004,141308
Thu Feb 29 2024,SPY240229C00406000,80.26,0,92.96,93.27,0,0.3521,0.9933,0.0004,244,406.00,SPY240229P00406000,0.12,0,0.08,0.09,0,0.3501,-0.0067,0.0004,1163
Thu Feb 29 2024,SPY240229C00407000,71.8,0,91.94,92.27,0,0.3514,0.9931,0.0004,129,407.00,SPY240229P00407000,0.13,0,0.08,0.09,0,0.3464,-0.0068,0.0004,433
Thu Feb 29 2024,SPY240229C00408000,70.8,0,90.97,91.28,0,0.3462,0.993,0.0005,229,408.00,SPY240229P00408000,0.2,0,0.09,0.1,0,0.3471,-0.007,0.0005,636
Thu Feb 29 2024,SPY240229C00409000,67.53,0,89.95,90.28,0,0.3453,0.9928,0.0005,50,409.00,SPY240229P00409000,0.2,0,0.09,0.1,0,0.3434,-0.0072,0.0005,476
Thu Feb 29 2024,SPY240229C00410000,79.32,0,88.98,89.28,0,0.3402,0.9926,0.0005,221,410.00,SPY240229P00410000,0.09,-0.015,0.09,0.1,30,0.3396,-0.0074,0.0005,605
Thu Feb 29 2024,SPY240229C00411000,64.51,0,87.99,88.3,0,0.3392,0.9924,0.0005,293,411.00,SPY240229P00411000,0.2,0,0.09,0.1,0,0.3359,-0.0075,0.0005,43
Thu Feb 29 2024,SPY240229C00412000,65.7,0,86.97,87.29,0,0.3361,0.9922,0.0005,136,412.00,SPY240229P00412000,0.16,0,0.09,0.1,0,0.3322,-0.0077,0.0005,26
Thu Feb 29 2024,SPY240229C00413000,65.87,0,86,86.31,0,0.333,0.9921,0.0005,107,413.00,SPY240229P00413000,0.11,0,0.1,0.11,0,0.3321,-0.0079,0.0005,287
Thu Feb 29 2024,SPY240229C00414000,65.33,0,84.98,85.3,0,0.3317,0.9919,0.0006,38,414.00,SPY240229P00414000,0.1,0,0.1,0.11,0,0.3287,-0.0081,0.0006,224
Thu Feb 29 2024,SPY240229C00415000,84.52,-0.18,84.01,84.32,2,0.3267,0.9917,0.0006,169,415.00,SPY240229P00415000,0.12,0,0.1,0.11,0,0.3249,-0.0083,0.0006,988
Thu Feb 29 2024,SPY240229C00416000,62.9,0,82.99,83.31,0,0.3253,0.9914,0.0006,205,416.00,SPY240229P00416000,0.18,0,0.1,0.11,0,0.3211,-0.0085,0.0006,872
Thu Feb 29 2024,SPY240229C00417000,69.55,0,82.02,82.33,0,0.3204,0.9912,0.0006,129,417.00,SPY240229P00417000,0.11,0,0.1,0.11,0,0.3174,-0.0087,0.0006,241
Thu Feb 29 2024,SPY240229C00418000,59.77,0,81.04,81.34,0,0.3206,0.991,0.0006,46,418.00,SPY240229P00418000,0.11,0,0.11,0.12,0,0.3168,-0.009,0.0006,242
Thu Feb 29 2024,SPY240229C00419000,59.87,0,80.03,80.33,0,0.3141,0.9908,0.0006,133,419.00,SPY240229P00419000,0.12,0,0.11,0.12,0,0.3134,-0.0092,0.0006,7606
Thu Feb 29 2024,SPY240229C00420000,76.1,0,79.04,79.34,0,0.3109,0.9906,0.0007,102,420.00,SPY240229P00420000,0.12,-0.005,0.11,0.12,2,0.3097,-0.0094,0.0007,71373
Thu Feb 29 2024,SPY240229C00421000,68.34,0,78.02,78.34,0,0.3093,0.9903,0.0007,218,421.00,SPY240229P00421000,0.12,0,0.11,0.12,0,0.3059,-0.0097,0.0007,2755
Thu Feb 29 2024,SPY240229C00422000,53,0,77.05,77.36,0,0.306,0.99,0.0007,9,422.00,SPY240229P00422000,0.12,-0.015,0.11,0.12,100,0.3021,-0.0099,0.0007,908
Thu Feb 29 2024,SPY240229C00423000,58.07,0,76.03,76.35,0,0.3042,0.9898,0.0008,35,423.00,SPY240229P00423000,0.16,0,0.12,0.13,0,0.3016,-0.0102,0.0008,386
Thu Feb 29 2024,SPY240229C00424000,53.62,0,75.06,75.37,0,0.2995,0.9895,0.0008,49,424.00,SPY240229P00424000,0.13,0,0.12,0.13,0,0.2978,-0.0104,0.0008,683
Thu Feb 29 2024,SPY240229C00425000,64.88,0,74.08,74.37,0,0.2976,0.9892,0.0008,67,425.00,SPY240229P00425000,0.14,0,0.12,0.13,0,0.294,-0.0107,0.0008,8911
Thu Feb 29 2024,SPY240229C00426000,61.16,0,73.05,73.37,0,0.2943,0.989,0.0008,24,426.00,SPY240229P00426000,0.13,0,0.12,0.13,0,0.2902,-0.011,0.0008,341
Thu Feb 29 2024,SPY240229C00427000,67.54,0,72.08,72.39,0,0.291,0.9887,0.0008,31,427.00,SPY240229P00427000,0.14,0,0.13,0.14,0,0.2894,-0.0113,0.0008,965
Thu Feb 29 2024,SPY240229C00428000,62.37,0,71.06,71.38,0,0.289,0.9884,0.0009,9,428.00,SPY240229P00428000,0.13,0,0.13,0.14,0,0.2856,-0.0116,0.0009,415
Thu Feb 29 2024,SPY240229C00429000,47.64,0,70.12,70.29,0,0.2772,0.988,0.0009,116,429.00,SPY240229P00429000,0.25,0,0.13,0.14,0,0.2818,-0.0119,0.0009,94
Thu Feb 29 2024,SPY240229C00430000,59.49,0,69.13,69.29,0,0.2758,0.9877,0.0009,108,430.00,SPY240229P00430000,0.14,-0.005,0.13,0.14,4,0.278,-0.0123,0.0009,4190
Thu Feb 29 2024,SPY240229C00431000,62.5,0,68.11,68.3,0,0.2739,0.9874,0.001,171,431.00,SPY240229P00431000,0.14,-0.015,0.14,0.15,200,0.2769,-0.0126,0.001,2227
Thu Feb 29 2024,SPY240229C00432000,57.81,0,67.14,67.3,0,0.2689,0.987,0.001,226,432.00,SPY240229P00432000,0.15,0,0.14,0.15,0,0.2731,-0.013,0.001,1630
Thu Feb 29 2024,SPY240229C00433000,45.24,0,66.15,66.31,0,0.2673,0.9867,0.001,319,433.00,SPY240229P00433000,0.16,0,0.14,0.15,0,0.2692,-0.0133,0.001,723
Thu Feb 29 2024,SPY240229C00434000,61.38,0,65.15,65.32,0,0.2636,0.9863,0.0011,343,434.00,SPY240229P00434000,0.15,0,0.15,0.16,0,0.2678,-0.0137,0.0011,1883
Thu Feb 29 2024,SPY240229C00435000,64.07,0,64.16,64.32,0,0.2603,0.9859,0.0011,657,435.00,SPY240229P00435000,0.16,0,0.15,0.16,0,0.2641,-0.0141,0.0011,2070
Thu Feb 29 2024,SPY240229C00436000,63.1,0,63.17,63.33,0,0.2585,0.9855,0.0012,385,436.00,SPY240229P00436000,0.23,0,0.15,0.16,0,0.2602,-0.0145,0.0012,1473
Thu Feb 29 2024,SPY240229C00437000,49.93,0,62.17,62.34,0,0.2548,0.985,0.0012,821,437.00,SPY240229P00437000,0.16,-0.005,0.15,0.16,200,0.2564,-0.0149,0.0012,581
Thu Feb 29 2024,SPY240229C00438000,57.22,0,61.18,61.34,0,0.2514,0.9846,0.0013,617,438.00,SPY240229P00438000,0.16,-0.015,0.16,0.17,1,0.2549,-0.0154,0.0013,2999
Thu Feb 29 2024,SPY240229C00439000,59.74,0,60.19,60.35,0,0.2495,0.9842,0.0013,885,439.00,SPY240229P00439000,0.16,-0.015,0.16,0.17,20,0.251,-0.0158,0.0013,3218
Thu Feb 29 2024,SPY240229C00440000,59.56,-0.32,59.17,59.36,1,0.2456,0.9837,0.0014,1183,440.00,SPY240229P00440000,0.16,-0.015,0.16,0.17,3,0.2472,-0.0163,0.0014,2947
Thu Feb 29 2024,SPY240229C00441000,55.21,0,58.2,58.36,0,0.2422,0.9832,0.0014,572,441.00,SPY240229P00441000,0.18,0,0.17,0.18,0,0.2454,-0.0168,0.0014,6221
Thu Feb 29 2024,SPY240229C00442000,49.09,0,57.21,57.37,0,0.2398,0.9827,0.0015,1525,442.00,SPY240229P00442000,0.17,-0.015,0.17,0.18,1,0.2415,-0.0173,0.0015,1591
Thu Feb 29 2024,SPY240229C00443000,48.06,0,56.22,56.38,0,0.2376,0.9822,0.0015,1695,443.00,SPY240229P00443000,0.18,-0.005,0.17,0.18,5,0.2376,-0.0179,0.0015,1878
Thu Feb 29 2024,SPY240229C00444000,55.23,0,55.22,55.39,0,0.2342,0.9816,0.0016,1449,444.00,SPY240229P00444000,0.18,-0.015,0.18,0.19,5,0.2353,-0.0185,0.0016,541
Thu Feb 29 2024,SPY240229C00445000,48.44,0,54.23,54.39,0,0.2303,0.981,0.0016,717,445.00,SPY240229P00445000,0.19,-0.005,0.18,0.19,20,0.2314,-0.0191,0.0017,1298
Thu Feb 29 2024,SPY240229C00446000,41.81,0,53.24,53.4,0,0.2277,0.9804,0.0017,388,446.00,SPY240229P00446000,0.19,-0.005,0.18,0.19,20,0.2276,-0.0197,0.0017,960
Thu Feb 29 2024,SPY240229C00447000,39.03,0,52.25,52.41,0,0.2241,0.9798,0.0018,678,447.00,SPY240229P00447000,0.19,-0.015,0.19,0.2,1,0.2255,-0.0203,0.0018,1017
Thu Feb 29 2024,SPY240229C00448000,47.42,0,51.26,51.42,0,0.2218,0.9792,0.0018,178,448.00,SPY240229P00448000,0.21,0,0.19,0.2,0,0.2216,-0.021,0.0019,1556
Thu Feb 29 2024,SPY240229C00449000,46.44,0,50.26,50.42,0,0.2178,0.9784,0.0019,217,449.00,SPY240229P00449000,0.2,-0.015,0.2,0.21,7,0.2197,-0.0216,0.002,776
Thu Feb 29 2024,SPY240229C00450000,49.18,0,49.27,49.43,0,0.215,0.9777,0.002,254,450.00,SPY240229P00450000,0.2,-0.015,0.2,0.21,30,0.2154,-0.0224,0.002,24108
Thu Feb 29 2024,SPY240229C00451000,41.92,0,48.28,48.44,0,0.2122,0.977,0.0021,320,451.00,SPY240229P00451000,0.22,0,0.21,0.22,0,0.2131,-0.0232,0.0021,1824
Thu Feb 29 2024,SPY240229C00452000,40.78,0,47.29,47.45,0,0.2093,0.9762,0.0022,934,452.00,SPY240229P00452000,0.23,0,0.21,0.22,0,0.2091,-0.024,0.0022,1561
Thu Feb 29 2024,SPY240229C00453000,39.96,0,46.3,46.46,0,0.2056,0.9753,0.0023,638,453.00,SPY240229P00453000,0.23,0,0.22,0.23,0,0.2067,-0.0248,0.0023,1032
Thu Feb 29 2024,SPY240229C00454000,37.71,0,45.31,45.47,0,0.2027,0.9744,0.0024,770,454.00,SPY240229P00454000,0.23,-0.005,0.22,0.23,3,0.2027,-0.0257,0.0024,1395
